,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,301,2,LORBERBAUM JEFFREY S,21396,2017-09-04 00:00:00,2018-07-03 01:31:28
1,301,2,BALCAEN FILIP,776,2018-01-01 00:00:00,2018-07-03 01:31:28
2,301,2,HELEN SUZANNE L,103700,2017-06-11 00:00:00,2018-07-03 01:31:28
3,301,2,BRUCKMANN BRUCE,284573,2018-01-01 00:00:00,2018-07-03 01:31:28
4,301,2,WELLBORN CHISTOPHER,164016,2017-10-30 00:00:00,2018-07-03 01:31:28
5,301,2,THIERS BERNARD,70003,2017-03-16 00:00:00,2018-07-03 01:31:28
6,301,2,BOYKIN FRANK H,19583,2017-07-30 00:00:00,2018-07-03 01:31:28
7,301,2,CARSON BRIAN,18799,2017-03-12 00:00:00,2018-07-03 01:31:28
8,301,2,ONORATO JOSEPH A.,14213,2018-01-01 00:00:00,2018-07-03 01:31:28
9,301,2,DE COCK FRANS GEORGES,12016,2017-06-11 00:00:00,2018-07-03 01:31:28
