,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,416,2,GUERTIN TIMOTHY E,2161,2017-02-20 00:00:00,2018-07-03 02:14:25
1,416,2,WILSON DOW R,66776,2018-01-31 00:00:00,2018-07-03 02:14:25
2,416,2,KUO JOHN W,27361,2018-01-15 00:00:00,2018-07-03 02:14:25
3,416,2,KENNEDY KOLLEEN T,26662,2018-01-15 00:00:00,2018-07-03 02:14:25
4,416,2,THYAGARAJAN VENKATRAMAN,12186,2016-08-21 00:00:00,2018-07-03 02:14:25
5,416,2,FINNEY ELISHA W,10260,2017-02-14 00:00:00,2018-07-03 02:14:25
6,416,2,ECKERT R ANDREW,8999,2017-10-05 00:00:00,2018-07-03 02:14:25
7,416,2,LARET MARK R,6326,2018-02-07 00:00:00,2018-07-03 02:14:25
8,416,2,MOMSEN MAGNUS,6289,2017-02-14 00:00:00,2018-07-03 02:14:25
9,416,2,VERHOEF CLARENCE R,5576,2016-11-20 00:00:00,2018-07-03 02:14:25
