,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,195,2,MUSSALLEM MICHAEL A,41331,2018-01-03 00:00:00,2018-07-03 00:51:27
1,195,2,CARDIS JOHN T,98399,2016-05-12 00:00:00,2018-07-03 00:51:27
2,195,2,VERGUET PATRICK B,129137,2017-05-30 00:00:00,2018-07-03 00:51:27
3,195,2,WOOD LARRY L,109848,2018-01-15 00:00:00,2018-07-03 00:51:27
4,195,2,BOBO DONALD E JR,19608,2018-01-28 00:00:00,2018-07-03 00:51:27
5,195,2,WANG HUIMIN,80991,2017-05-10 00:00:00,2018-07-03 00:51:27
6,195,2,LINK WILLIAM J PHD,24596,2017-05-11 00:00:00,2018-07-03 00:51:27
7,195,2,VON SCHACK WESLEY W,2622,2017-05-11 00:00:00,2018-07-03 00:51:27
8,195,2,LEMERCIER JEAN-LUC M,38665,2017-06-30 00:00:00,2018-07-03 00:51:27
9,195,2,SZYMAN CATHERINE M.,34330,2017-07-30 00:00:00,2018-07-03 00:51:27
