,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,421,2,SCHARF CHARLES W,272940,2016-11-29 00:00:00,2018-07-03 02:16:17
1,421,2,SHEEDY WILLIAM M.,239617,2017-12-07 00:00:00,2018-07-03 02:16:17
2,421,2,TANEJA RAJAT,118871,2017-11-29 00:00:00,2018-07-03 02:16:17
3,421,2,NORA JOHNSON SUZANNE M,0,2017-11-18 00:00:00,2018-07-03 02:16:17
4,421,2,PRABHU VASANT M,82639,2017-11-18 00:00:00,2018-07-03 02:16:17
5,421,2,MINEHAN CATHY E.,77858,2016-11-18 00:00:00,2018-07-03 02:16:17
6,421,2,MCINERNEY RYAN,33123,2017-11-29 00:00:00,2018-07-03 02:16:17
7,421,2,SWAINSON JOHN A,68692,2017-11-18 00:00:00,2018-07-03 02:16:17
8,421,2,MATSCHULLAT ROBERT W,57368,2017-12-12 00:00:00,2018-07-03 02:16:17
9,421,2,RICHEY ELLEN,15495,2017-11-29 00:00:00,2018-07-03 02:16:17
