,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,178,2,HOAG JAY C,387,2018-01-31 00:00:00,2018-07-03 00:44:57
1,178,2,PROBST LAWRENCE F III,102451,2017-11-20 00:00:00,2018-07-03 00:44:57
2,178,2,WILSON ANDREW,0,2017-06-15 00:00:00,2018-07-03 00:44:57
3,178,2,JORGENSEN BLAKE J,148614,2018-02-05 00:00:00,2018-07-03 00:44:57
4,178,2,MOSS KENNETH A,99449,2017-08-01 00:00:00,2018-07-03 00:44:57
5,178,2,HUBER JEFF,76557,2018-01-31 00:00:00,2018-07-03 00:44:57
6,178,2,TOLEDANO GABRIELLE B,58839,2016-08-14 00:00:00,2018-07-03 00:44:57
7,178,2,SODERLUND PATRICK,51871,2018-01-31 00:00:00,2018-07-03 00:44:57
8,178,2,BRUZZO CHRIS,35462,2018-01-31 00:00:00,2018-07-03 00:44:57
9,178,2,COLEMAN LEONARD S JR,34496,2017-07-25 00:00:00,2018-07-03 00:44:57
