,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,433,2,CAFARO DEBRA A,744167,2018-01-26 00:00:00,2018-07-03 02:20:55
1,433,2,RINEY T RICHARD,178125,2018-01-26 00:00:00,2018-07-03 02:20:55
2,433,2,LILLIBRIDGE TODD W.,131833,2018-01-26 00:00:00,2018-07-03 02:20:55
3,433,2,GELLERT JAY M,131410,2018-01-11 00:00:00,2018-07-03 02:20:55
4,433,2,CROCKER DOUGLAS II,104427,2016-03-31 00:00:00,2018-07-03 02:20:55
5,433,2,PASQUALE DOUGLAS M,104022,2017-02-27 00:00:00,2018-07-03 02:20:55
6,433,2,COBB JOHN D.,96340,2018-01-26 00:00:00,2018-07-03 02:20:55
7,433,2,PROBST ROBERT F,94702,2018-01-26 00:00:00,2018-07-03 02:20:55
8,433,2,RUFRANO GLENN J,34213,2018-01-11 00:00:00,2018-07-03 02:20:55
9,433,2,REED ROBERT D.,30843,2017-12-31 00:00:00,2018-07-03 02:20:55
