,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,520,2,MARCUS GEORGE M,131198,2017-05-15 00:00:00,2018-07-03 02:53:15
1,520,2,GUERICKE KEITH R,58750,2016-08-08 00:00:00,2018-07-03 02:53:15
2,520,2,SCHALL MICHAEL J,44763,2017-12-10 00:00:00,2018-07-03 02:53:15
3,520,2,RABINOVITCH ISSIE N,26891,2017-05-15 00:00:00,2018-07-03 02:53:15
4,520,2,ZIMMERMAN CRAIG K,10283,2017-12-10 00:00:00,2018-07-03 02:53:15
5,520,2,EUDY JOHN D,8430,2017-12-10 00:00:00,2018-07-03 02:53:15
6,520,2,LYONS IRVING F III,7830,2017-05-17 00:00:00,2018-07-03 02:53:15
7,520,2,KLEIMAN ANGELA L.,7177,2017-12-10 00:00:00,2018-07-03 02:53:15
8,520,2,BURKART JOHN F.,5929,2017-12-06 00:00:00,2018-07-03 02:53:15
9,520,2,MARTIN GARY P,5236,2017-11-05 00:00:00,2018-07-03 02:53:15
