,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,471,2,HELMERICH HANS,14239,2017-05-31 00:00:00,2018-07-03 02:35:09
1,471,2,JORDEN THOMAS E,252415,2017-12-09 00:00:00,2018-07-03 02:35:09
2,471,2,ALBI JOSEPH R,108734,2017-12-09 00:00:00,2018-07-03 02:35:09
3,471,2,BELL STEPHEN P,96821,2017-12-09 00:00:00,2018-07-03 02:35:09
4,471,2,ABBOTT GARY R,113912,2017-12-09 00:00:00,2018-07-03 02:35:09
5,471,2,LAMBUTH JOHN,113068,2017-12-12 00:00:00,2018-07-03 02:35:09
6,471,2,BURFORD G MARK,95796,2017-12-06 00:00:00,2018-07-03 02:35:09
7,471,2,BARRON FRANCIS BRIAN,86723,2017-12-12 00:00:00,2018-07-03 02:35:09
8,471,2,JOHNSON KRISTA L,62238,2017-12-11 00:00:00,2018-07-03 02:35:09
9,471,2,DINKINS RICHARD S,24371,2016-06-08 00:00:00,2018-07-03 02:35:09
