,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,87,2,TAICLET JAMES D JR,270707,2017-12-10 00:00:00,2018-07-03 00:10:38
1,87,2,DISANTO EDMUND,141928,2017-09-28 00:00:00,2018-07-03 00:10:38
2,87,2,SHARMA AMIT,128213,2017-08-23 00:00:00,2018-07-03 00:10:38
3,87,2,BARTLETT THOMAS A,109107,2017-03-10 00:00:00,2018-07-03 00:10:38
4,87,2,HESS WILLIAM H,109037,2017-04-02 00:00:00,2018-07-03 00:10:38
5,87,2,MARSHALL STEVEN C.,99446,2017-06-26 00:00:00,2018-07-03 00:10:38
6,87,2,REED JOANN A,30358,2017-05-02 00:00:00,2018-07-03 00:10:38
7,87,2,MEYER ROBERT JOSEPH JR,22893,2017-04-30 00:00:00,2018-07-03 00:10:38
8,87,2,THOMPSON SAMME L,17384,2018-01-01 00:00:00,2018-07-03 00:10:38
9,87,2,LARA GUSTAVO,14464,2017-03-14 00:00:00,2018-07-03 00:10:38
