,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,179,2,FARR DAVID N,1837991,2017-11-03 00:00:00,2018-07-03 00:45:21
1,179,2,DELLAQUILA FRANK J,176643,2017-12-05 00:00:00,2018-07-03 00:45:21
2,179,2,MONSER EDWARD L,203789,2017-09-29 00:00:00,2018-07-03 00:45:21
3,179,2,PURVIS EDGAR M JR,158984,2017-12-07 00:00:00,2018-07-03 00:45:21
4,179,2,TRAIN MICHAEL H.,124491,2017-09-30 00:00:00,2018-07-03 00:45:21
5,179,2,BULANDA MARK J,115847,2017-12-04 00:00:00,2018-07-03 00:45:21
6,179,2,SCHLUETER RICHARD J,84946,2017-12-21 00:00:00,2018-07-03 00:45:21
7,179,2,SHARP ROBERT T,75823,2017-12-18 00:00:00,2018-07-03 00:45:21
8,179,2,PELCH STEVEN J.,70617,2017-12-05 00:00:00,2018-07-03 00:45:21
9,179,2,GOLDEN ARTHUR F,69147,2018-02-05 00:00:00,2018-07-03 00:45:21
