,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,307,2,DURCAN DERMOT MARK,1929300,2016-10-18 00:00:00,2018-07-03 01:33:43
1,307,2,MEHROTRA SANJAY,352448,2017-10-23 00:00:00,2018-07-03 01:33:43
2,307,2,SHIRLEY BRIAN,264961,2017-07-11 00:00:00,2018-07-03 01:33:43
3,307,2,MADDOCK ERNEST E,209887,2017-10-23 00:00:00,2018-07-03 01:33:43
4,307,2,POPPEN JOEL L,195040,2018-01-21 00:00:00,2018-07-03 01:33:43
5,307,2,MONDRY LAWRENCE N,183382,2017-10-23 00:00:00,2018-07-03 01:33:43
6,307,2,THORSEN STEVEN L. JR,166990,2017-12-27 00:00:00,2018-07-03 01:33:43
7,307,2,BHATIA MANISH H,164907,2017-10-23 00:00:00,2018-07-03 01:33:43
8,307,2,SWITZ ROBERT E,145257,2017-10-23 00:00:00,2018-07-03 01:33:43
9,307,2,BYRNE PATRICK J,129458,2017-10-23 00:00:00,2018-07-03 01:33:43
