,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,463,2,CASHMAN JAMES E III,356546,2017-07-30 00:00:00,2018-07-03 02:32:09
1,463,2,GOPAL AJEI,114533,2017-08-30 00:00:00,2018-07-03 02:32:09
2,463,2,SHIELDS MARIA T,82246,2018-01-31 00:00:00,2018-07-03 02:32:09
3,463,2,MCDERMOTT WILLIAM R,41874,2017-11-05 00:00:00,2018-07-03 02:32:09
4,463,2,HOVSEPIAN RONALD W,28777,2017-05-18 00:00:00,2018-07-03 02:32:09
5,463,2,ZILVITIS PATRICK J,28354,2017-11-05 00:00:00,2018-07-03 02:32:09
6,463,2,THURK MICHAEL,24054,2017-11-09 00:00:00,2018-07-03 02:32:09
7,463,2,HINDSBO MARK,20231,2017-11-27 00:00:00,2018-07-03 02:32:09
8,463,2,SCHERER BARBARA VAUGHN,18269,2017-11-12 00:00:00,2018-07-03 02:32:09
9,463,2,MORLEY BRADFORD C,15954,2017-06-14 00:00:00,2018-07-03 02:32:09
