,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,227,2,COTE DAVID M,680708,2018-01-14 00:00:00,2018-07-03 01:03:20
1,227,2,ADAMS KATHERINE L.,180211,2017-07-30 00:00:00,2018-07-03 01:03:20
2,227,2,MAHONEY TIMOTHY O.,163656,2017-08-01 00:00:00,2018-07-03 01:03:20
3,227,2,FRADIN ROGER,144296,2017-02-14 00:00:00,2018-07-03 01:03:20
4,227,2,JAMES MARK R.,141074,2017-10-05 00:00:00,2018-07-03 01:03:20
5,227,2,MIKKILINENI KRISHNA,91924,2017-11-02 00:00:00,2018-07-03 01:03:20
6,227,2,KRAMVIS ANDREAS,79793,2017-02-14 00:00:00,2018-07-03 01:03:20
7,227,2,ADAMCZYK DARIUS,36848,2017-07-24 00:00:00,2018-07-03 01:03:20
8,227,2,PARDO JAIME CHICO /FA,33085,2017-04-27 00:00:00,2018-07-03 01:03:20
9,227,2,GAUTAM RAJEEV,27604,2017-12-30 00:00:00,2018-07-03 01:03:20
