,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,499,2,KOWLZAN MARK W,325718,2017-02-27 00:00:00,2018-07-03 02:45:30
1,499,2,MENCOFF SAMUEL M,226006,2016-05-16 00:00:00,2018-07-03 02:45:30
2,499,2,HASSFURTHER THOMAS A,155812,2017-02-27 00:00:00,2018-07-03 02:45:30
3,499,2,WEST RICHARD B,107387,2015-07-22 00:00:00,2018-07-03 02:45:30
4,499,2,STECKO PAUL T,62210,2016-12-15 00:00:00,2018-07-03 02:45:30
5,499,2,WALTON THOMAS W.H.,40094,2017-02-27 00:00:00,2018-07-03 02:45:30
6,499,2,PFLEDERER KENT A.,37458,2017-02-27 00:00:00,2018-07-03 02:45:30
7,499,2,CARTER CHARLES J.,27766,2017-02-27 00:00:00,2018-07-03 02:45:30
8,499,2,MUNDY ROBERT P.,18601,2016-06-30 00:00:00,2018-07-03 02:45:30
9,499,2,PORTER ROGER B,16581,2016-05-16 00:00:00,2018-07-03 02:45:30
