,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,333,2,HUANG JEN HSUN,1562172,2017-09-19 00:00:00,2018-07-03 01:43:22
1,333,2,STEVENS MARK A,158324,2017-11-12 00:00:00,2018-07-03 01:43:22
2,333,2,COXE TENCH,8271,2017-05-23 00:00:00,2018-07-03 01:43:22
3,333,2,PURI AJAY K,529728,2017-12-12 00:00:00,2018-07-03 01:43:22
4,333,2,JONES HARVEY C,30762,2017-05-23 00:00:00,2018-07-03 01:43:22
5,333,2,SHANNON DAVID M,384832,2016-09-20 00:00:00,2018-07-03 01:43:22
6,333,2,KRESS COLETTE,322144,2017-12-13 00:00:00,2018-07-03 01:43:22
7,333,2,MILLER WILLIAM J,30762,2017-05-23 00:00:00,2018-07-03 01:43:22
8,333,2,SHOQUIST DEBORA,249499,2017-12-12 00:00:00,2018-07-03 01:43:22
9,333,2,GAITHER JAMES C,18079,2017-06-20 00:00:00,2018-07-03 01:43:22
