,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,484,2,MACMILLAN STEPHEN P,1422675,2017-12-07 00:00:00,2018-07-03 02:39:55
1,484,2,CRAWFORD SALLY,151047,2017-04-30 00:00:00,2018-07-03 02:39:55
2,484,2,MCMAHON ROBERT W.,111864,2017-12-13 00:00:00,2018-07-03 02:39:55
3,484,2,COMPTON ERIC B.,107560,2017-11-30 00:00:00,2018-07-03 02:39:55
4,484,2,LEAMING NANCY,55595,2017-03-07 00:00:00,2018-07-03 02:39:55
5,484,2,GRIFFIN JOHN M.,52174,2018-02-01 00:00:00,2018-07-03 02:39:55
6,484,2,VALENTI PETER J. III,39096,2017-11-30 00:00:00,2018-07-03 02:39:55
7,484,2,STAMOULIS CHRISTIANA,32633,2017-03-07 00:00:00,2018-07-03 02:39:55
8,484,2,LEVY LAWRENCE M,32615,2017-10-10 00:00:00,2018-07-03 02:39:55
9,484,2,WEST THOMAS A.,28906,2017-11-30 00:00:00,2018-07-03 02:39:55
