,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,74,2,BERTOLINI MARK T,268377,2018-02-04 00:00:00,2018-07-03 00:05:52
1,74,2,LYNCH KAREN S,64261,2017-09-17 00:00:00,2018-07-03 00:05:52
2,74,2,HANCOCK ELLEN M,47169,2017-06-26 00:00:00,2018-07-03 00:05:52
3,74,2,GUERTIN SHAWN M,41883,2017-12-17 00:00:00,2018-07-03 00:05:52
4,74,2,SOISTMAN FRANCIS S JR,40037,2017-12-10 00:00:00,2018-07-03 00:05:52
5,74,2,MCCARTHY MARGARET M,33563,2017-09-14 00:00:00,2018-07-03 00:05:52
6,74,2,HACKMAN FRANKLIN BARBARA,24345,2016-05-15 00:00:00,2018-07-03 00:05:52
7,74,2,LOVEMAN GARY W,16734,2017-12-26 00:00:00,2018-07-03 00:05:52
8,74,2,CLARK FRANK M,16316,2017-05-21 00:00:00,2018-07-03 00:05:52
9,74,2,LUDWIG EDWARD J,13225,2017-05-21 00:00:00,2018-07-03 00:05:52
