,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,198,2,FORD WILLIAM CLAY JR,184116,2017-10-03 00:00:00,2018-07-03 00:52:34
1,198,2,FIELDS MARK,1784905,2017-03-03 00:00:00,2018-07-03 00:52:34
2,198,2,FORD EDSEL B II,111814,2017-12-21 00:00:00,2018-07-03 00:52:34
3,198,2,FOWLER BENNIE W.,552946,2017-03-15 00:00:00,2018-07-03 00:52:34
4,198,2,HINRICHS JOSEPH R,532435,2017-09-04 00:00:00,2018-07-03 00:52:34
5,198,2,SHANKS ROBERT L,520339,2017-03-03 00:00:00,2018-07-03 00:52:34
6,198,2,ODELL STEPHEN T,431223,2017-03-03 00:00:00,2018-07-03 00:52:34
7,198,2,FIELDS FELICIA J,407454,2017-03-03 00:00:00,2018-07-03 00:52:34
8,198,2,FARLEY JR JAMES D,403411,2017-09-10 00:00:00,2018-07-03 00:52:34
9,198,2,SCHOCH DAVID L.,271292,2017-03-03 00:00:00,2018-07-03 00:52:34
