,instrument_id,equity_fundamental_id,data_vendor_id,refreshed_at,Period,Metric,Value
0,217,2,2,2018-07-03 00:59:31,2018-07-03,Market Cap (intraday) 5,11.48B
1,217,2,2,2018-07-03 00:59:31,2018-07-03,Enterprise Value 3,10.43B
2,217,2,2,2018-07-03 00:59:31,2018-07-03,Trailing P/E,19.66
3,217,2,2,2018-07-03 00:59:31,2018-07-03,Forward P/E 1,18.63
4,217,2,2,2018-07-03 00:59:31,2018-07-03,PEG Ratio (5 yr expected) 1,3.47
5,217,2,2,2018-07-03 00:59:31,2018-07-03,Price/Sales (ttm),3.64
6,217,2,2,2018-07-03 00:59:31,2018-07-03,Price/Book (mrq),2.87
7,217,2,2,2018-07-03 00:59:31,2018-07-03,Enterprise Value/Revenue 3,3.31
8,217,2,2,2018-07-03 00:59:31,2018-07-03,Enterprise Value/EBITDA 6,13.35
0,217,3,2,2018-07-03 00:59:31,2018-07-03,Fiscal Year Ends,"Dec 30, 2017"
1,217,3,2,2018-07-03 00:59:31,2018-07-03,Most Recent Quarter (mrq),"Mar 31, 2018"
0,217,3,2,2018-07-03 00:59:31,2018-07-03,Profit Margin,18.56%
1,217,3,2,2018-07-03 00:59:31,2018-07-03,Operating Margin (ttm),21.99%
0,217,3,2,2018-07-03 00:59:31,2018-07-03,Return on Assets (ttm),9.18%
1,217,3,2,2018-07-03 00:59:31,2018-07-03,Return on Equity (ttm),15.22%
0,217,3,2,2018-07-03 00:59:31,2018-07-03,Revenue (ttm),3.16B
1,217,3,2,2018-07-03 00:59:31,2018-07-03,Revenue Per Share (ttm),16.81
2,217,3,2,2018-07-03 00:59:31,2018-07-03,Quarterly Revenue Growth (yoy),10.80%
3,217,3,2,2018-07-03 00:59:31,2018-07-03,Gross Profit (ttm),1.78B
4,217,3,2,2018-07-03 00:59:31,2018-07-03,EBITDA,781.7M
5,217,3,2,2018-07-03 00:59:31,2018-07-03,Net Income Avi to Common (ttm),585.92M
6,217,3,2,2018-07-03 00:59:31,2018-07-03,Diluted EPS (ttm),3.10
7,217,3,2,2018-07-03 00:59:31,2018-07-03,Quarterly Earnings Growth (yoy),-45.70%
0,217,3,2,2018-07-03 00:59:31,2018-07-03,Total Cash (mrq),1.07B
1,217,3,2,2018-07-03 00:59:31,2018-07-03,Total Cash Per Share (mrq),5.66
2,217,3,2,2018-07-03 00:59:31,2018-07-03,Total Debt (mrq),
3,217,3,2,2018-07-03 00:59:31,2018-07-03,Total Debt/Equity (mrq),
4,217,3,2,2018-07-03 00:59:31,2018-07-03,Current Ratio (mrq),3.93
5,217,3,2,2018-07-03 00:59:31,2018-07-03,Book Value Per Share (mrq),21.20
0,217,3,2,2018-07-03 00:59:31,2018-07-03,Operating Cash Flow (ttm),754.64M
1,217,3,2,2018-07-03 00:59:31,2018-07-03,Levered Free Cash Flow (ttm),345.04M
0,217,4,2,2018-07-03 00:59:31,2018-07-03,Beta,0.94
1,217,4,2,2018-07-03 00:59:31,2018-07-03,52-Week Change 3,17.72%
2,217,4,2,2018-07-03 00:59:31,2018-07-03,S&P500 52-Week Change 3,11.91%
3,217,4,2,2018-07-03 00:59:31,2018-07-03,52 Week High 3,65.96
4,217,4,2,2018-07-03 00:59:31,2018-07-03,52 Week Low 3,49.80
5,217,4,2,2018-07-03 00:59:31,2018-07-03,50-Day Moving Average 3,60.78
6,217,4,2,2018-07-03 00:59:31,2018-07-03,200-Day Moving Average 3,60.51
0,217,4,2,2018-07-03 00:59:31,2018-07-03,Avg Vol (3 month) 3,840.72k
1,217,4,2,2018-07-03 00:59:31,2018-07-03,Avg Vol (10 day) 3,786.92k
2,217,4,2,2018-07-03 00:59:31,2018-07-03,Shares Outstanding 5,188.52M
3,217,4,2,2018-07-03 00:59:31,2018-07-03,Float,126.49M
4,217,4,2,2018-07-03 00:59:31,2018-07-03,% Held by Insiders 1,33.86%
5,217,4,2,2018-07-03 00:59:31,2018-07-03,% Held by Institutions 1,42.40%
6,217,4,2,2018-07-03 00:59:31,2018-07-03,Shares Short 3,11.41M
7,217,4,2,2018-07-03 00:59:31,2018-07-03,Short Ratio 3,15.58
8,217,4,2,2018-07-03 00:59:31,2018-07-03,Short % of Float 3,9.61%
9,217,4,2,2018-07-03 00:59:31,2018-07-03,Shares Short (prior month) 3,11.15M
0,217,4,2,2018-07-03 00:59:31,2018-07-03,Forward Annual Dividend Rate 4,2.12
1,217,4,2,2018-07-03 00:59:31,2018-07-03,Forward Annual Dividend Yield 4,3.48%
2,217,4,2,2018-07-03 00:59:31,2018-07-03,Trailing Annual Dividend Rate 3,2.12
3,217,4,2,2018-07-03 00:59:31,2018-07-03,Trailing Annual Dividend Yield 3,3.48%
4,217,4,2,2018-07-03 00:59:31,2018-07-03,5 Year Average Dividend Yield 4,4.03
5,217,4,2,2018-07-03 00:59:31,2018-07-03,Payout Ratio 4,65.81%
6,217,4,2,2018-07-03 00:59:31,2018-07-03,Dividend Date 3,"Mar 29, 2019"
7,217,4,2,2018-07-03 00:59:31,2018-07-03,Ex-Dividend Date 4,"Sep 13, 2018"
8,217,4,2,2018-07-03 00:59:31,2018-07-03,Last Split Factor (new per old) 2,2/1
9,217,4,2,2018-07-03 00:59:31,2018-07-03,Last Split Date 3,"Aug 16, 2006"
