,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,368,2,LAUREN RALPH,495873,2018-01-11 00:00:00,2018-07-03 01:56:29
1,368,2,HERMANN VALERIE,35028,2017-11-02 00:00:00,2018-07-03 01:56:29
2,368,2,LARSSON STEFAN,34917,2016-11-02 00:00:00,2018-07-03 01:56:29
3,368,2,LOUVET PATRICE,34913,2017-07-02 00:00:00,2018-07-03 01:56:29
4,368,2,WRIGHT ROBERT C,22077,2017-03-31 00:00:00,2018-07-03 01:56:29
5,368,2,NIELSEN JANE,21725,2017-09-24 00:00:00,2018-07-03 01:56:29
6,368,2,BENNACK FRANK A JR,21443,2017-03-31 00:00:00,2018-07-03 01:56:29
7,368,2,ALCHIN JOHN R,17684,2017-03-31 00:00:00,2018-07-03 01:56:29
8,368,2,LAUREN DAVID R.,13334,2017-05-25 00:00:00,2018-07-03 01:56:29
9,368,2,FLEISHMAN JOEL LAWRENCE,12331,2017-11-20 00:00:00,2018-07-03 01:56:29
