,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,285,2,MANOOGIAN RICHARD A,522281,2017-05-29 00:00:00,2018-07-03 01:25:30
1,285,2,ALLMAN KEITH J.,315189,2018-01-13 00:00:00,2018-07-03 01:25:30
2,285,2,SZNEWAJS JOHN G,213590,2018-01-13 00:00:00,2018-07-03 01:25:30
3,285,2,COLE KENNETH G.,76232,2018-01-13 00:00:00,2018-07-03 01:25:30
4,285,2,O'REAGAN RICHARD A.,63422,2018-01-13 00:00:00,2018-07-03 01:25:30
5,285,2,LOSH J MICHAEL,60809,2017-05-11 00:00:00,2018-07-03 01:25:30
6,285,2,PAYNE LISA A,55799,2017-05-11 00:00:00,2018-07-03 01:25:30
7,285,2,STRABER RENEE,55288,2018-01-13 00:00:00,2018-07-03 01:25:30
8,285,2,GROSS JOSEPH B.,52053,2018-01-13 00:00:00,2018-07-03 01:25:30
9,285,2,VAN LOKEREN MARY ANN,47909,2017-11-12 00:00:00,2018-07-03 01:25:30
