,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,90,2,HERMANCE FRANK S,2040501,2017-09-19 00:00:00,2018-07-03 00:12:15
1,90,2,VARET ELIZEBETH R,114880,2018-02-06 00:00:00,2018-07-03 00:12:15
2,90,2,KLEIN CHARLES D,124411,2016-04-04 00:00:00,2018-07-03 00:12:15
3,90,2,MANDOS ROBERT R,100790,2016-05-08 00:00:00,2018-07-03 00:12:15
4,90,2,KOHLHAGEN STEVEN W,57298,2017-05-08 00:00:00,2018-07-03 00:12:15
5,90,2,ZAPICO DAVID A,50896,2017-12-30 00:00:00,2018-07-03 00:12:15
6,90,2,EGINTON WILLIAM D,42686,2018-02-04 00:00:00,2018-07-03 00:12:15
7,90,2,JONES TIMOTHY N,28553,2017-12-30 00:00:00,2018-07-03 00:12:15
8,90,2,WILLIAMS DENNIS K,24537,2017-05-08 00:00:00,2018-07-03 00:12:15
9,90,2,HARDIN JOHN WESLEY,19616,2017-12-30 00:00:00,2018-07-03 00:12:15
