,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,396,2,LUNDGREN JOHN F,535343,2016-12-05 00:00:00,2018-07-03 02:06:44
1,396,2,LOREE JAMES M,107891,2017-12-06 00:00:00,2018-07-03 02:06:44
2,396,2,ALLAN DONALD,97671,2017-12-11 00:00:00,2018-07-03 02:06:44
3,396,2,WYATT JOHN H,59555,2017-12-06 00:00:00,2018-07-03 02:06:44
4,396,2,GASS RHONDA,38925,2017-02-21 00:00:00,2018-07-03 02:06:44
5,396,2,CANNON JAMES J,34433,2017-02-23 00:00:00,2018-07-03 02:06:44
6,396,2,TAYLOR WILLIAM SCOTT,26977,2016-02-25 00:00:00,2018-07-03 02:06:44
7,396,2,MCCHESNEY LEE B,26876,2017-02-28 00:00:00,2018-07-03 02:06:44
8,396,2,DOUGLAS CRAIG A,23181,2017-03-05 00:00:00,2018-07-03 02:06:44
9,396,2,SIHOTA BEN S,16912,2017-02-23 00:00:00,2018-07-03 02:06:44
