,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,522,2,WOOD DONALD C,380273,2018-02-06 00:00:00,2018-07-03 02:54:03
1,522,2,BECKER DAWN M,126515,2018-02-06 00:00:00,2018-07-03 02:54:03
2,522,2,TAYLOR JAMES M JR,31859,2016-02-11 00:00:00,2018-07-03 02:54:03
3,522,2,GUGLIELMONE DANIEL,22045,2018-02-06 00:00:00,2018-07-03 02:54:03
4,522,2,VASSALLUZZO JOSEPH,21198,2018-01-01 00:00:00,2018-07-03 02:54:03
5,522,2,SOLIS MELISSA,9947,2016-05-18 00:00:00,2018-07-03 02:54:03
6,522,2,BORTZ JON E,9659,2018-01-01 00:00:00,2018-07-03 02:54:03
7,522,2,GAMBLE KRISTIN,9651,2017-01-02 00:00:00,2018-07-03 02:54:03
8,522,2,FAEDER DAVID W,9316,2018-01-01 00:00:00,2018-07-03 02:54:03
9,522,2,THOMPSON WARREN M,9191,2018-01-01 00:00:00,2018-07-03 02:54:03
