,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,508,2,ZELNICK STRAUSS,0,2017-04-03 00:00:00,2018-07-03 02:48:52
1,508,2,SLATOFF KARL,0,2016-05-19 00:00:00,2018-07-03 02:48:52
2,508,2,GOLDSTEIN LAINIE,350019,2017-11-08 00:00:00,2018-07-03 02:48:52
3,508,2,BOWMAN ROBERT A,127450,2017-11-30 00:00:00,2018-07-03 02:48:52
4,508,2,EMERSON DANIEL P,98461,2017-06-01 00:00:00,2018-07-03 02:48:52
5,508,2,SHERESKY MICHAEL,68578,2017-11-14 00:00:00,2018-07-03 02:48:52
6,508,2,TOLSON SUSAN,18883,2017-11-14 00:00:00,2018-07-03 02:48:52
7,508,2,MOSES JON J,13469,2017-11-14 00:00:00,2018-07-03 02:48:52
8,508,2,DORNEMANN MICHAEL,5442,2017-11-14 00:00:00,2018-07-03 02:48:52
9,508,2,SRINIVASAN LAVERNE EVANS,1824,2017-11-14 00:00:00,2018-07-03 02:48:52
