,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,229,2,WEISLER DION J,672412,2017-12-09 00:00:00,2018-07-03 01:04:06
1,229,2,WHITMAN MARGARET C,470889,2017-07-25 00:00:00,2018-07-03 01:04:06
2,229,2,KEOGH TRACY S,208091,2017-12-09 00:00:00,2018-07-03 01:04:06
3,229,2,LESJAK CATHERINE A,197195,2017-12-09 00:00:00,2018-07-03 01:04:06
4,229,2,COUGHLIN RON,130766,2018-01-11 00:00:00,2018-07-03 01:04:06
5,229,2,GUPTA RAJIV,111616,2016-04-19 00:00:00,2018-07-03 01:04:06
6,229,2,FLAXMAN JON E,90732,2018-01-04 00:00:00,2018-07-03 01:04:06
7,229,2,BENNETT ROBERT R,39607,2017-05-04 00:00:00,2018-07-03 01:04:06
8,229,2,LORES ENRIQUE,37819,2018-01-17 00:00:00,2018-07-03 01:04:06
9,229,2,BASS CARL,33877,2017-09-25 00:00:00,2018-07-03 01:04:06
