,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,89,2,PETRATIS DAVID D,182730,2017-12-30 00:00:00,2018-07-03 00:11:54
1,89,2,SHANNON PATRICK S,64215,2017-12-30 00:00:00,2018-07-03 00:11:54
2,89,2,ECKERSLEY TIMOTHY P,43627,2017-12-30 00:00:00,2018-07-03 00:11:54
3,89,2,YU FENG WILLIAM,32004,2016-11-01 00:00:00,2018-07-03 00:11:54
4,89,2,MUHLENKAMP CHRIS E,20687,2017-12-30 00:00:00,2018-07-03 00:11:54
5,89,2,MORETTI LUCIA V,17954,2017-12-30 00:00:00,2018-07-03 00:11:54
6,89,2,GRAVES TODD V,13707,2017-12-30 00:00:00,2018-07-03 00:11:54
7,89,2,KEMP TRACY L,12779,2017-12-30 00:00:00,2018-07-03 00:11:54
8,89,2,RANCK DOUGLAS P,12598,2017-12-30 00:00:00,2018-07-03 00:11:54
9,89,2,MEADOR SHELLEY A,11420,2017-12-30 00:00:00,2018-07-03 00:11:54
