,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,247,2,SMITH LONNIE M,511410,2018-01-29 00:00:00,2018-07-03 01:11:00
1,247,2,GUTHART GARY S,275220,2018-02-06 00:00:00,2018-07-03 01:11:00
2,247,2,JOHNSON AMAL M,8361,2017-11-29 00:00:00,2018-07-03 01:11:00
3,247,2,MELTZER MARK J,6888,2017-11-26 00:00:00,2018-07-03 01:11:00
4,247,2,LEVY ALAN J,6639,2017-10-23 00:00:00,2018-07-03 01:11:00
5,247,2,MOHR MARSHALL,6316,2018-02-04 00:00:00,2018-07-03 01:11:00
6,247,2,RUBASH MARK J,3453,2017-11-30 00:00:00,2018-07-03 01:11:00
7,247,2,HALVORSON ERIC H,2485,2016-04-24 00:00:00,2018-07-03 01:11:00
8,247,2,ROSA DAVID J.,2317,2017-08-27 00:00:00,2018-07-03 01:11:00
9,247,2,BARRATT CRAIG H,0,2017-10-25 00:00:00,2018-07-03 01:11:00
