,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,234,2,ELLIOT DOUGLAS G,100577,2017-02-22 00:00:00,2018-07-03 01:05:58
1,234,2,SWIFT CHRISTOPHER,60690,2017-02-22 00:00:00,2018-07-03 01:05:58
2,234,2,SPRAGUE RAYMOND J,45426,2016-02-23 00:00:00,2018-07-03 01:05:58
3,234,2,JOHNSON BRION S,43790,2017-02-22 00:00:00,2018-07-03 01:05:58
4,234,2,RUPP ROBERT,38133,2017-02-22 00:00:00,2018-07-03 01:05:58
5,234,2,BROMAGE KATHLEEN M,34200,2017-04-05 00:00:00,2018-07-03 01:05:58
6,234,2,GERVASI MARTHA,28834,2017-02-27 00:00:00,2018-07-03 01:05:58
7,234,2,RENYI THOMAS A,24502,2017-07-30 00:00:00,2018-07-03 01:05:58
8,234,2,BOMBARA BETH ANN,23994,2017-02-22 00:00:00,2018-07-03 01:05:58
9,234,2,MORRIS MICHAEL G,22469,2017-07-30 00:00:00,2018-07-03 01:05:58
