,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,106,2,Blackrock Inc.,47365370,2017-12-30 00:00:00,8.77%,3074012585,2018-07-03 00:18:13
1,106,2,"Vanguard Group, Inc. (The)",36059037,2017-12-30 00:00:00,6.68%,2340231556,2018-07-03 00:18:13
2,106,2,"Third Point, LLC",36000000,2017-12-30 00:00:00,6.66%,2336400054,2018-07-03 00:18:13
3,106,2,State Street Corporation,24763438,2017-12-30 00:00:00,4.58%,1607147163,2018-07-03 00:18:13
4,106,2,"Wellington Management Company, LLP",17154757,2017-12-30 00:00:00,3.18%,1113343755,2018-07-03 00:18:13
5,106,2,State Farm Mutual Automobile Insurance Co,12725794,2017-12-30 00:00:00,2.36%,825904050,2018-07-03 00:18:13
6,106,2,Veritas Asset Management (UK) Ltd.,9977102,2017-12-30 00:00:00,1.85%,647513935,2018-07-03 00:18:13
7,106,2,"FMR, LLC",9648759,2017-12-30 00:00:00,1.79%,626204473,2018-07-03 00:18:13
8,106,2,Northern Trust Corporation,9294206,2017-12-30 00:00:00,1.72%,603193983,2018-07-03 00:18:13
9,106,2,Harris Associates L.P.,8970827,2017-12-30 00:00:00,1.66%,582206685,2018-07-03 00:18:13
0,106,2,Vanguard Total Stock Market Index Fund,11258475,2017-06-29 00:00:00,2.08%,683276832,2018-07-03 00:18:13
1,106,2,Vanguard 500 Index Fund,7695630,2017-06-29 00:00:00,1.42%,467047774,2018-07-03 00:18:13
2,106,2,Fidelity Contrafund Inc,6839578,2018-01-30 00:00:00,1.27%,492791615,2018-07-03 00:18:13
3,106,2,Vanguard Specialized-Health Care Fund,6747291,2017-07-30 00:00:00,1.25%,409762979,2018-07-03 00:18:13
4,106,2,SPDR S&P 500 ETF Trust,6353048,2018-01-30 00:00:00,1.18%,457737127,2018-07-03 00:18:13
5,106,2,Vanguard Institutional Index Fund-Institutional Index Fund,5347911,2017-06-29 00:00:00,0.99%,324564711,2018-07-03 00:18:13
6,106,2,Price (T.Rowe) Mid-Cap Value Fund,3638300,2017-12-30 00:00:00,0.67%,236125675,2018-07-03 00:18:13
7,106,2,iShares Core S&P 500 ETF,3254420,2018-01-30 00:00:00,0.60%,234480970,2018-07-03 00:18:13
8,106,2,Fidelity 500 Index Fund,3098631,2018-01-30 00:00:00,0.57%,223256373,2018-07-03 00:18:13
9,106,2,Select Sector SPDR Fund-Health Care,2642422,2018-01-30 00:00:00,0.49%,190386513,2018-07-03 00:18:13
