,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,425,2,GORDER JOSEPH W,439371,2018-01-22 00:00:00,2018-07-03 02:17:50
1,425,2,CISKOWSKI MICHAEL S,71190,2018-01-22 00:00:00,2018-07-03 02:17:50
2,425,2,BROWNING JAY D.,217883,2018-01-22 00:00:00,2018-07-03 02:17:50
3,425,2,RIGGS R. LANE,146820,2018-01-22 00:00:00,2018-07-03 02:17:50
4,425,2,SIMMONS GARY K.,110366,2018-01-22 00:00:00,2018-07-03 02:17:50
5,425,2,PROFUSEK ROBERT,38680,2017-05-02 00:00:00,2018-07-03 02:17:50
6,425,2,WILKINS RAYFORD JR,31409,2017-05-02 00:00:00,2018-07-03 02:17:50
7,425,2,WEISENBURGER RANDALL J,29799,2017-05-02 00:00:00,2018-07-03 02:17:50
8,425,2,NICKLES DONALD L,26849,2017-05-02 00:00:00,2018-07-03 02:17:50
9,425,2,PFEIFFER PHILIP J.,21207,2017-11-13 00:00:00,2018-07-03 02:17:50
