,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,67,2,RODRIGUEZ CARLOS A,124722,2018-01-03 00:00:00,2018-07-03 00:01:42
1,67,2,SIEGMUND JAN,58236,2018-01-01 00:00:00,2018-07-03 00:01:42
2,67,2,JONES JOHN P III,48268,2018-01-01 00:00:00,2018-07-03 00:01:42
3,67,2,BENJAMIN MARK D,46604,2016-09-05 00:00:00,2018-07-03 00:01:42
4,67,2,HUBBARD ROBERT GLENN,44642,2017-11-06 00:00:00,2018-07-03 00:01:42
5,67,2,BONARTI MICHAEL A,43325,2018-01-22 00:00:00,2018-07-03 00:01:42
6,67,2,FLYNN EDWARD B III,40522,2018-01-08 00:00:00,2018-07-03 00:01:42
7,67,2,FAST ERIC C,38197,2017-11-06 00:00:00,2018-07-03 00:01:42
8,67,2,EBERHARD MICHAEL C,35474,2017-09-01 00:00:00,2018-07-03 00:01:42
9,67,2,GOODEN LINDA R,32756,2017-11-06 00:00:00,2018-07-03 00:01:42
