,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,558,2,LIVERIS ANDREW N,649936,2017-12-14 00:00:00,2018-07-03 03:07:22
1,558,2,FITTERLING JAMES R,425005,2017-11-28 00:00:00,2018-07-03 03:07:22
2,558,2,KALIL CHARLES J,424544,2017-12-12 00:00:00,2018-07-03 03:07:22
3,558,2,BREEN EDWARD D,317887,2017-12-14 00:00:00,2018-07-03 03:07:22
4,558,2,UNGERLEIDER HOWARD I,194646,2017-08-30 00:00:00,2018-07-03 03:07:22
5,558,2,COLLINS JAMES C. JR.,199460,2018-02-03 00:00:00,2018-07-03 03:07:22
6,558,2,EDMONDS RONALD C,138027,2017-08-30 00:00:00,2018-07-03 03:07:22
7,558,2,DOYLE CHRISTOPHER MARC,138729,2018-02-03 00:00:00,2018-07-03 03:07:22
8,558,2,FOX STACY L,103643,2018-02-03 00:00:00,2018-07-03 03:07:22
9,558,2,JULIBER LOIS D,98837,2017-12-14 00:00:00,2018-07-03 03:07:22
