,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,116,2,LINDE DOUGLAS T,183464,2018-01-14 00:00:00,2018-07-03 00:21:57
1,116,2,PESTER ROBERT E,40119,2018-01-14 00:00:00,2018-07-03 00:21:57
2,116,2,JOHNSTON PETER D,15870,2017-02-26 00:00:00,2018-07-03 00:21:57
3,116,2,LABELLE MICHAEL E,10115,2018-01-14 00:00:00,2018-07-03 00:21:57
4,116,2,TWARDOCK DAVID A,8787,2017-05-30 00:00:00,2018-07-03 00:21:57
5,116,2,POWERS JOHN FRANCIS,7272,2016-08-16 00:00:00,2018-07-03 00:21:57
6,116,2,DYKSTRA KAREN E,3038,2017-05-30 00:00:00,2018-07-03 00:21:57
7,116,2,TURCHIN MARTIN,2857,2016-08-02 00:00:00,2018-07-03 00:21:57
8,116,2,FRENKEL JACOB A,1013,2016-05-23 00:00:00,2018-07-03 00:21:57
9,116,2,KOOP BRYAN J,585,2017-11-07 00:00:00,2018-07-03 00:21:57
