,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,122,2,KELLY JOHN P,706083,2016-02-17 00:00:00,2018-07-03 00:24:12
1,122,2,MORELAND W BENJAMIN,575055,2017-02-18 00:00:00,2018-07-03 00:24:12
2,122,2,BROWN JAY A.,153038,2017-05-31 00:00:00,2018-07-03 00:24:12
3,122,2,YOUNG JAMES D,136729,2017-12-18 00:00:00,2018-07-03 00:24:12
4,122,2,MARTIN J LANDIS,99335,2017-07-27 00:00:00,2018-07-03 00:24:12
5,122,2,KELLEY PHILIP M,91808,2017-11-05 00:00:00,2018-07-03 00:24:12
6,122,2,SLOWEY PATRICK,63540,2016-02-18 00:00:00,2018-07-03 00:24:12
7,122,2,HUTCHESON EDWARD C JR,57736,2017-02-15 00:00:00,2018-07-03 00:24:12
8,122,2,HOGAN LEE W,48098,2017-02-15 00:00:00,2018-07-03 00:24:12
9,122,2,MCKENZIE ROBERT F,28776,2017-12-20 00:00:00,2018-07-03 00:24:12
