,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,461,2,PARKER W DOUGLAS,1684706,2018-01-01 00:00:00,2018-07-03 02:31:24
1,461,2,KIRBY J SCOTT,702343,2016-04-21 00:00:00,2018-07-03 02:31:24
2,461,2,ISOM ROBERT D JR,618162,2017-10-17 00:00:00,2018-07-03 02:31:24
3,461,2,JOHNSON STEPHEN L,480770,2017-04-24 00:00:00,2018-07-03 02:31:24
4,461,2,KERR DEREK J,429046,2018-01-28 00:00:00,2018-07-03 02:31:24
5,461,2,EBERWEIN ELISE R,312368,2017-08-01 00:00:00,2018-07-03 02:31:24
6,461,2,"GOULET, BEVERLY K.",206162,2017-04-21 00:00:00,2018-07-03 02:31:24
7,461,2,LEIBMAN MAYA,159823,2017-11-22 00:00:00,2018-07-03 02:31:24
8,461,2,NOCELLA ANDREW P,123044,2017-02-15 00:00:00,2018-07-03 02:31:24
9,461,2,OLEARY DENISE M,84706,2017-06-13 00:00:00,2018-07-03 02:31:24
