,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,464,2,GALLAGHER J PATRICK JR,47715,2018-01-29 00:00:00,2018-07-03 02:32:32
1,464,2,DURKIN JAMES W JR,303317,2018-01-28 00:00:00,2018-07-03 02:32:32
2,464,2,GALLAGHER THOMAS JOSEPH,164805,2018-01-28 00:00:00,2018-07-03 02:32:32
3,464,2,GAULT JAMES S,129637,2017-11-29 00:00:00,2018-07-03 02:32:32
4,464,2,CAVANESS JOEL D,96186,2017-08-02 00:00:00,2018-07-03 02:32:32
5,464,2,JOHNSON DAVID S,48828,2017-05-16 00:00:00,2018-07-03 02:32:32
6,464,2,HOWELL DOUGLAS K,37800,2017-09-13 00:00:00,2018-07-03 02:32:32
7,464,2,BAX WILLIAM L,37270,2017-05-16 00:00:00,2018-07-03 02:32:32
8,464,2,MCCURDY KAY W,34045,2017-05-16 00:00:00,2018-07-03 02:32:32
9,464,2,HAND ELBERT O,32266,2017-05-16 00:00:00,2018-07-03 02:32:32
