,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,162,2,NELMS DAVID W,1398166,2018-01-31 00:00:00,2018-07-03 00:39:02
1,162,2,HOCHSCHILD ROGER C,727503,2018-01-31 00:00:00,2018-07-03 00:39:02
2,162,2,MINETTI CARLOS,157258,2018-01-31 00:00:00,2018-07-03 00:39:02
3,162,2,OFFEREINS DIANE E,127157,2018-01-31 00:00:00,2018-07-03 00:39:02
4,162,2,CORLEY KATHRYN MCNAMARA,99323,2018-01-31 00:00:00,2018-07-03 00:39:02
5,162,2,PANZARINO JAMES V,69850,2017-07-27 00:00:00,2018-07-03 00:39:02
6,162,2,ARONIN JEFFREY S,64210,2017-05-10 00:00:00,2018-07-03 00:39:02
7,162,2,CASE GREGORY C,64210,2017-05-10 00:00:00,2018-07-03 00:39:02
8,162,2,GRAF R. MARK,60547,2018-02-01 00:00:00,2018-07-03 00:39:02
9,162,2,BUSH MARY K,56749,2017-05-10 00:00:00,2018-07-03 00:39:02
