,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,544,2,KEANE MARGARET M,453307,2017-09-16 00:00:00,2018-07-03 03:02:18
1,544,2,DOUBLES BRIAN D,200181,2017-09-16 00:00:00,2018-07-03 03:02:18
2,544,2,QUINDLEN THOMAS M,174736,2017-09-16 00:00:00,2018-07-03 03:02:18
3,544,2,GREIG HENRY F,148047,2017-09-16 00:00:00,2018-07-03 03:02:18
4,544,2,MARINO GLENN P,139300,2017-09-16 00:00:00,2018-07-03 03:02:18
5,544,2,MOTHNER JONATHAN S,112434,2017-10-29 00:00:00,2018-07-03 03:02:18
6,544,2,FASOLI DAVID,86328,2017-09-16 00:00:00,2018-07-03 03:02:18
7,544,2,GRAYLIN WILL W,58483,2017-12-30 00:00:00,2018-07-03 03:02:18
8,544,2,MEHTA NEERAJ,52109,2017-12-31 00:00:00,2018-07-03 03:02:18
9,544,2,WHYNOTT PAUL,45466,2017-09-16 00:00:00,2018-07-03 03:02:18
