,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,548,2,RALES STEVEN M,4511620,2017-06-05 00:00:00,2018-07-03 03:03:45
1,548,2,RALES MITCHELL P,3987853,2017-06-05 00:00:00,2018-07-03 03:03:45
2,548,2,LICO JAMES A,116014,2017-11-06 00:00:00,2018-07-03 03:03:45
3,548,2,GAFINOWITZ MARTIN,50906,2017-05-14 00:00:00,2018-07-03 03:03:45
4,548,2,HULIT BARBARA B.,38255,2017-05-14 00:00:00,2018-07-03 03:03:45
5,548,2,SPOON ALAN G,27218,2017-06-05 00:00:00,2018-07-03 03:03:45
6,548,2,BYRNE PATRICK J,15884,2017-11-14 00:00:00,2018-07-03 03:03:45
7,548,2,PRINGLE WILLIAM W,14166,2017-10-09 00:00:00,2018-07-03 03:03:45
8,548,2,MURPHY PATRICK K,5837,2017-05-14 00:00:00,2018-07-03 03:03:45
9,548,2,SCHWARZ JONATHAN L,5281,2017-02-23 00:00:00,2018-07-03 03:03:45
