,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,235,2,MARRIOTT RICHARD E,5365245,2016-11-16 00:00:00,2018-07-03 01:06:20
1,235,2,BLUHM MICHAEL D,243104,2017-11-05 00:00:00,2018-07-03 01:06:20
2,235,2,RISOLEO JAMES F,214294,2017-02-12 00:00:00,2018-07-03 01:06:20
3,235,2,ABDOO ELIZABETH A,168905,2017-12-17 00:00:00,2018-07-03 01:06:20
4,235,2,LARSON GREGORY J,157163,2017-03-16 00:00:00,2018-07-03 01:06:20
5,235,2,ABJI MINAZ,121788,2017-02-28 00:00:00,2018-07-03 01:06:20
6,235,2,KOROLOGOS ANN MCLAUGHLIN,108850,2018-01-15 00:00:00,2018-07-03 01:06:20
7,235,2,MORSE JOHN B JR,82675,2018-01-15 00:00:00,2018-07-03 01:06:20
8,235,2,TYRRELL NATHAN S,61084,2017-02-28 00:00:00,2018-07-03 01:06:20
9,235,2,SMITH GORDON H,54620,2018-01-15 00:00:00,2018-07-03 01:06:20
