,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,375,2,PERIBERE JEROME A,137189,2017-12-30 00:00:00,2018-07-03 01:59:02
1,375,2,DEILY KARL R,223042,2017-03-12 00:00:00,2018-07-03 01:59:02
2,375,2,CHAMMAS EMILE Z.,142077,2017-11-19 00:00:00,2018-07-03 01:59:02
3,375,2,MANNING KENNETH P,132537,2016-05-18 00:00:00,2018-07-03 01:59:02
4,375,2,LOWE CAROL P,130942,2017-03-12 00:00:00,2018-07-03 01:59:02
5,375,2,ROPER RUTH,130393,2016-05-22 00:00:00,2018-07-03 01:59:02
6,375,2,KADRI ILHAM,80066,2017-02-13 00:00:00,2018-07-03 01:59:02
7,375,2,MARINO WILLIAM J,54614,2016-10-27 00:00:00,2018-07-03 01:59:02
8,375,2,CODEY LAWRENCE R,38180,2017-09-17 00:00:00,2018-07-03 01:59:02
9,375,2,STIEHL WILLIAM G.,34797,2017-12-14 00:00:00,2018-07-03 01:59:02
