,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,493,2,SALICE THOMAS P,61776,2017-11-01 00:00:00,2018-07-03 02:43:19
1,493,2,DONNELLY WILLIAM P,1000,2017-11-15 00:00:00,2018-07-03 02:43:19
2,493,2,FILLIOL OLIVER A,16279,2017-11-15 00:00:00,2018-07-03 02:43:19
3,493,2,MILNE GEORGE M JR,9548,2016-02-21 00:00:00,2018-07-03 02:43:19
4,493,2,MAERKI HANS ULRICH,6811,2017-11-01 00:00:00,2018-07-03 02:43:19
5,493,2,SPOERRY ROBERT F,5587,2017-08-31 00:00:00,2018-07-03 02:43:19
6,493,2,VADALA SHAWN,5299,2017-11-19 00:00:00,2018-07-03 02:43:19
7,493,2,RAUCH WALDEMAR,3568,2017-11-15 00:00:00,2018-07-03 02:43:19
8,493,2,CHU WAH-HUI,2778,2017-11-01 00:00:00,2018-07-03 02:43:19
9,493,2,CONTINO FRANCIS A,1544,2017-11-01 00:00:00,2018-07-03 02:43:19
