,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,303,2,WILSON ALAN D,101487,2018-01-01 00:00:00,2018-07-03 01:32:13
1,303,2,KURZIUS LAWRENCE ERIK,47162,2018-01-21 00:00:00,2018-07-03 01:32:13
2,303,2,STETZ GORDON MCKENZIE JR,55112,2016-07-12 00:00:00,2018-07-03 01:32:13
3,303,2,FITZPATRICK J MICHAEL,35244,2017-03-14 00:00:00,2018-07-03 01:32:13
4,303,2,SMITH MICHAEL R,16116,2018-01-31 00:00:00,2018-07-03 01:32:13
5,303,2,SWIFT MALCOLM,13266,2018-01-21 00:00:00,2018-07-03 01:32:13
6,303,2,PRESTON MARGARET M V,8855,2018-01-25 00:00:00,2018-07-03 01:32:13
7,303,2,HRABOWSKI FREEMAN A III,7159,2018-01-25 00:00:00,2018-07-03 01:32:13
8,303,2,TAPIERO JACQUES,6181,2018-01-15 00:00:00,2018-07-03 01:32:13
9,303,2,SCHWARTZ JEFFERY D,4854,2018-01-31 00:00:00,2018-07-03 01:32:13
