,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,291,2,MARRIOTT J W JR,203286,2017-09-05 00:00:00,2018-07-03 01:27:47
1,291,2,MARRIOTT RICHARD E,12223365,2016-07-31 00:00:00,2018-07-03 01:27:47
2,291,2,MARRIOTT DAVID S,628516,2017-12-17 00:00:00,2018-07-03 01:27:47
3,291,2,MARRIOTT JULIANA B.,18000,2017-03-15 00:00:00,2018-07-03 01:27:47
4,291,2,SORENSON ARNE M,590251,2017-05-25 00:00:00,2018-07-03 01:27:47
5,291,2,MARRIOTT JOHN W III,543907,2017-03-05 00:00:00,2018-07-03 01:27:47
6,291,2,JULIANA B. MARRIOTT MARITAL TRUST,465496,2017-08-15 00:00:00,2018-07-03 01:27:47
7,291,2,MARRIOTT STEPHEN BLAKE,145601,2017-05-30 00:00:00,2018-07-03 01:27:47
8,291,2,HARRISON DEBORAH MARRIOTT,114375,2017-12-17 00:00:00,2018-07-03 01:27:47
9,291,2,DUNCAN BRUCE W,31900,2018-01-01 00:00:00,2018-07-03 01:27:47
