,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,312,2,GATES WILLIAM H III,166992934,2017-05-03 00:00:00,2018-07-03 01:35:31
1,312,2,MORFIT G MASON,589,2017-11-27 00:00:00,2018-07-03 01:35:31
2,312,2,NADELLA SATYA,1120377,2017-11-19 00:00:00,2018-07-03 01:35:31
3,312,2,TURNER BRIAN KEVIN,943093,2016-06-29 00:00:00,2018-07-03 01:35:31
4,312,2,SMITH BRADFORD L,870158,2017-11-16 00:00:00,2018-07-03 01:35:31
5,312,2,COURTOIS JEAN PHILIPPE,551544,2018-01-25 00:00:00,2018-07-03 01:35:31
6,312,2,HOOD AMY,466763,2017-11-26 00:00:00,2018-07-03 01:35:31
7,312,2,HOGAN KATHLEEN T,233768,2017-09-18 00:00:00,2018-07-03 01:35:31
8,312,2,CAPOSSELA CHRISTOPHER C,181278,2017-11-20 00:00:00,2018-07-03 01:35:31
9,312,2,JOHNSON MARGARET L,122306,2017-09-17 00:00:00,2018-07-03 01:35:31
