,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,236,2,HELMERICH HANS,880203,2017-12-19 00:00:00,2018-07-03 01:06:42
1,236,2,LINDSAY JOHN W,182951,2017-12-05 00:00:00,2018-07-03 01:06:42
2,236,2,BELL JOHN R.,50375,2017-12-04 00:00:00,2018-07-03 01:06:42
3,236,2,HELM GORDON K,45988,2017-12-03 00:00:00,2018-07-03 01:06:42
4,236,2,RUST EDWARD B JR,35644,2017-12-03 00:00:00,2018-07-03 01:06:42
5,236,2,ZEGLIS JOHN D,32766,2017-12-03 00:00:00,2018-07-03 01:06:42
6,236,2,TARDIO JUAN PABLO,27266,2017-12-05 00:00:00,2018-07-03 01:06:42
7,236,2,STAUDER ROBERT L.,24836,2017-12-04 00:00:00,2018-07-03 01:06:42
8,236,2,CLARK WADE,18637,2017-12-04 00:00:00,2018-07-03 01:06:42
9,236,2,HAIR CARA M.,17649,2017-12-04 00:00:00,2018-07-03 01:06:42
