,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,290,2,MCDANIEL RAYMOND W,247094,2017-09-06 00:00:00,2018-07-03 01:27:25
1,290,2,ALMEIDA MARK,144826,2018-01-30 00:00:00,2018-07-03 01:27:25
2,290,2,MCKINNELL HENRY A,83329,2017-12-11 00:00:00,2018-07-03 01:27:25
3,290,2,MADELAIN MICHEL,79463,2016-05-31 00:00:00,2018-07-03 01:27:25
4,290,2,HUBER LINDA,64138,2017-06-18 00:00:00,2018-07-03 01:27:25
5,290,2,CANTOR RICHARD,56222,2017-03-06 00:00:00,2018-07-03 01:27:25
6,290,2,GOGGINS JOHN J,56221,2017-05-29 00:00:00,2018-07-03 01:27:25
7,290,2,FAUBER ROBERT,43210,2018-01-30 00:00:00,2018-07-03 01:27:25
8,290,2,ANDERSON BASIL,40791,2017-12-11 00:00:00,2018-07-03 01:27:25
9,290,2,WULFF JOHN K,38396,2016-03-09 00:00:00,2018-07-03 01:27:25
