,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,546,2,VAN SAUN BRUCE,594757,2017-03-22 00:00:00,2018-07-03 03:03:02
1,546,2,SHANIK NANCY L.,136678,2016-05-22 00:00:00,2018-07-03 03:03:02
2,546,2,CONNER BRAD L.,130058,2017-12-11 00:00:00,2018-07-03 03:03:02
3,546,2,WOODS JOHN F,117700,2017-02-28 00:00:00,2018-07-03 03:03:02
4,546,2,BOWERMAN DAVID J.,108920,2016-10-02 00:00:00,2018-07-03 03:03:02
5,546,2,MCCREE DONALD H III,102332,2017-02-28 00:00:00,2018-07-03 03:03:02
6,546,2,ABOAF ERIC W.,92343,2016-02-29 00:00:00,2018-07-03 03:03:02
7,546,2,RYAN ARTHUR F,57917,2017-11-14 00:00:00,2018-07-03 03:03:02
8,546,2,FAWCETT JOHN J.,55859,2017-03-06 00:00:00,2018-07-03 03:03:02
9,546,2,GANNON STEPHEN T.,54790,2017-03-22 00:00:00,2018-07-03 03:03:02
