,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,403,2,FISHMAN JAY S,377074,2016-07-25 00:00:00,2018-07-03 02:09:26
1,403,2,HEYMAN WILLIAM H,239744,2017-08-08 00:00:00,2018-07-03 02:09:26
2,403,2,SCHNITZER ALAN D,112326,2017-02-21 00:00:00,2018-07-03 02:09:26
3,403,2,MACLEAN BRIAN W,122686,2018-01-25 00:00:00,2018-07-03 02:09:26
4,403,2,BENET JAY S,77306,2017-08-08 00:00:00,2018-07-03 02:09:26
5,403,2,OLIVO MARIA,80511,2017-11-28 00:00:00,2018-07-03 02:09:26
6,403,2,DUBERSTEIN KENNETH M,50439,2018-02-05 00:00:00,2018-07-03 02:09:26
7,403,2,THOMSEN LAURIE J,46110,2018-02-05 00:00:00,2018-07-03 02:09:26
8,403,2,DASBURG JOHN H,45031,2018-02-05 00:00:00,2018-07-03 02:09:26
9,403,2,DOLAN JANET M,40996,2018-02-05 00:00:00,2018-07-03 02:09:26
