,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,231,2,TOME CAROL B,550878,2017-05-16 00:00:00,2018-07-03 01:04:51
1,231,2,CROW TIMOTHY M,207444,2017-05-07 00:00:00,2018-07-03 01:04:51
2,231,2,MENEAR CRAIG A,124270,2017-08-01 00:00:00,2018-07-03 01:04:51
3,231,2,CAMPBELL ANN MARIE,48069,2017-12-11 00:00:00,2018-07-03 01:04:51
4,231,2,CAREY MATT,50522,2017-12-07 00:00:00,2018-07-03 01:04:51
5,231,2,DECKER EDWARD P.,49133,2017-09-23 00:00:00,2018-07-03 01:04:51
6,231,2,BRENNEMAN GREGORY D,46332,2016-02-23 00:00:00,2018-07-03 01:04:51
7,231,2,LENNIE WILLIAM G.,46294,2017-05-17 00:00:00,2018-07-03 01:04:51
8,231,2,HOURIGAN TIMOTHY A.,43299,2017-12-18 00:00:00,2018-07-03 01:04:51
9,231,2,HOLIFIELD MARK,32974,2017-05-16 00:00:00,2018-07-03 01:04:51
