Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AMG,AMGN,AMP,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,ARE,ARNC,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBT,BBY,BDX,BEN,BHF,BHGE,BIIB,BK,BLK,BLL,BMY,BSX,BWA,BXP,C,CA,CAG,CAH,CAT,CB,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COL,COO,COP,COST,COTY,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISH,DLR,DLTR,DOV,DRE,DRI,DTE,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,EQT,ES,ESRX,ESS,ETFC,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FOXA,FTI,FTV,GD,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,JBHT,JCI,JEC,JNJ,JNPR,JPM,JWN,K,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,LB,LEG,LEN,LH,LKQ,LLL,LLY,LMT,LNC,LNT,LOW,LRCX,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MLM,MMC,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RJF,RL,RMD,ROK,ROP,ROST,RRC,RSG,RTN,SBAC,SBUX,SCG,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRCL,SRE,STI,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDG,TEL,TGT,TIF,TJX,TMO,TPR,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZION,ZTS
2008-12-24,,,,,,,,,,,0.049999999999659664,,,,,,,,,,,,,,,,,0.04999999999940409,,,,,,,,,,,,,,0.04999999999396286,,,,,,,,,,,,,0.049999999970642764,,,,,-0.011898526738349513,,,,,,,,,,,,0.04999999999896917,,,,-0.02804022429621493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999201586,,,,,,,,,,,0.04999999999851708,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025239067964682907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03474061696824557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02847741098537387,,,,,0.049999999999549946,,,,,,,,0.012533245198467793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999973655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04388708696817557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-26,,,,,,,,,,,0.049999999999659664,,,,,,,,,,,,,,,,,0.04999999999940409,,,,,,,,,,,,,,0.04999999999396286,,,,,,,,,,,,,0.049999999970642764,,,,,-0.011898526738349513,,,,,,,,,,,,0.04999999999896917,,,,-0.02804022429621493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999201586,,,,,,,,,,,0.04999999999851708,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025239067964682907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03474061696824557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02847741098537387,,,,,0.049999999999549946,,,,,,,,0.012533245198467793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999973655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04388708696817557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-29,,,,,,,,,,,0.049999999999659664,,,,,,,,,,,,,,,,,0.04999999999940409,,,,,,,,,,,,,,0.04999999999396286,,,,,,,,,,,,,0.049999999970642764,,,,,-0.011898526738349513,,,,,,,,,,,,0.04999999999896917,,,,-0.02804022429621493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999201586,,,,,,,,,,,0.04999999999851708,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025239067964682907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03474061696824557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02847741098537387,,,,,0.049999999999549946,,,,,,,,0.012533245198467793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999973655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04388708696817557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-30,,,,,,,,,,,0.049999999999659664,,,,,,,,,,,,,,,,,0.04999999999940409,,,,,,,,,,,,,,0.04999999999396286,,,,,,,,,,,,,0.049999999970642764,,,,,-0.011898526738349513,,,,,,,,,,,,0.04999999999896917,,,,-0.02804022429621493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999201586,,,,,,,,,,,0.04999999999851708,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025239067964682907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03474061696824557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02847741098537387,,,,,0.049999999999549946,,,,,,,,0.012533245198467793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999973655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04388708696817557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,,,,,,,,,,0.04999999999961369,,,,,,,,,,-0.02800771254470111,-0.026673632175010075,,,,,,0.049999999998976176,,,,,,,,,,,0.010865761124633715,,,0.04999999999658194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999741932,,,,-0.011986058112984595,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999812598317,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999956936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031030472644207684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999997983255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997848835,0.04999999999474912,,,,0.049999999999171665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999863254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033284248090445966,,,,,,,,,0.049999999998931934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-02,,,,,,,,,,,0.04999999999961369,,,,,,,,,,-0.02800771254470111,-0.026673632175010075,,,,,,0.049999999998976176,,,,,,,,,,,0.010865761124633715,,,0.04999999999658194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999741932,,,,-0.011986058112984595,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999812598317,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999956936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031030472644207684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999997983255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997848835,0.04999999999474912,,,,0.049999999999171665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999863254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033284248090445966,,,,,,,,,0.049999999998931934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-05,,,,,,,,,,,0.04999999999961369,,,,,,,,,,-0.02800771254470111,-0.026673632175010075,,,,,,0.049999999998976176,,,,,,,,,,,0.010865761124633715,,,0.04999999999658194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999741932,,,,-0.011986058112984595,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999812598317,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999956936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031030472644207684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999997983255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997848835,0.04999999999474912,,,,0.049999999999171665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999863254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033284248090445966,,,,,,,,,0.049999999998931934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-06,,,,,,,,,,,0.04999999999961369,,,,,,,,,,-0.02800771254470111,-0.026673632175010075,,,,,,0.049999999998976176,,,,,,,,,,,0.010865761124633715,,,0.04999999999658194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999741932,,,,-0.011986058112984595,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999812598317,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999956936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031030472644207684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999997983255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997848835,0.04999999999474912,,,,0.049999999999171665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999863254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033284248090445966,,,,,,,,,0.049999999998931934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-07,,,,,,,,,,,0.04999999999932913,,,,,,,,,,,,,,,,0.049999999996831364,0.020431896831875865,,,,,,,,,,,0.03379731933520982,,,0.018950672425203194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999961763,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999568085,,,,,0.024469406771738825,,,,,,,,,,,,,,,,,,,,0.0499999999990909,,,,,,,,,,,0.03438218292118398,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02453101958315854,,,,,,,,0.037886818533515644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012388664709810236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043575919555746,,,,0.04999999999865491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024008219319921073,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0499999999957212,,,-0.03224622048383097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999991426826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-08,,,,,,,,,,,0.04999999999932913,,,,,,,,,,,,,,,,0.049999999996831364,0.020431896831875865,,,,,,,,,,,0.03379731933520982,,,0.018950672425203194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999961763,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999568085,,,,,0.024469406771738825,,,,,,,,,,,,,,,,,,,,0.0499999999990909,,,,,,,,,,,0.03438218292118398,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02453101958315854,,,,,,,,0.037886818533515644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012388664709810236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043575919555746,,,,0.04999999999865491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024008219319921073,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0499999999957212,,,-0.03224622048383097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999991426826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-09,,,,,,,,,,,0.04999999999932913,,,,,,,,,,,,,,,,0.049999999996831364,0.020431896831875865,,,,,,,,,,,0.03379731933520982,,,0.018950672425203194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999961763,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999568085,,,,,0.024469406771738825,,,,,,,,,,,,,,,,,,,,0.0499999999990909,,,,,,,,,,,0.03438218292118398,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02453101958315854,,,,,,,,0.037886818533515644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012388664709810236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043575919555746,,,,0.04999999999865491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024008219319921073,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0499999999957212,,,-0.03224622048383097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999991426826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-12,,,,,,,,,,,0.04999999999932913,,,,,,,,,,,,,,,,0.049999999996831364,0.020431896831875865,,,,,,,,,,,0.03379731933520982,,,0.018950672425203194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999961763,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999568085,,,,,0.024469406771738825,,,,,,,,,,,,,,,,,,,,0.0499999999990909,,,,,,,,,,,0.03438218292118398,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02453101958315854,,,,,,,,0.037886818533515644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012388664709810236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043575919555746,,,,0.04999999999865491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024008219319921073,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0499999999957212,,,-0.03224622048383097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999991426826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-13,,,,,,,,,,,0.04999999999932913,,,,,,,,,,,,,,,,0.049999999996831364,0.020431896831875865,,,,,,,,,,,0.03379731933520982,,,0.018950672425203194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999961763,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999568085,,,,,0.024469406771738825,,,,,,,,,,,,,,,,,,,,0.0499999999990909,,,,,,,,,,,0.03438218292118398,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02453101958315854,,,,,,,,0.037886818533515644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012388664709810236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043575919555746,,,,0.04999999999865491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024008219319921073,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0499999999957212,,,-0.03224622048383097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999991426826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-14,,,,,,0.03470460146612122,,,,,0.04999999999703584,,,,,,,,,,,-0.013171631566896219,,,,,0.049999999999831256,0.04999999999958209,,,,,,,,,,,0.04999999999873341,,,0.04999999966154345,,,,,,,,,,,,,,,,,,-0.04999999999857008,,,,,,,,,,,,0.04999999999974018,,,,-0.04999999999957866,,,,,,,,,,,,,,,,,,,,,,,,-0.017094416190370394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999898384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01662281760317565,,,,,,,,,,,,,,,,,,,,,,-0.015485624838651105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999967608996,,,,,,,,,,,,,0.04999999999955643,,,,,,,0.04999999999686332,,,,0.03668263509199092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031230861789615993,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02301746558212989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-15,,,,,,0.03470460146612122,,,,,0.04999999999703584,,,,,,,,,,,-0.013171631566896219,,,,,0.049999999999831256,0.04999999999958209,,,,,,,,,,,0.04999999999873341,,,0.04999999966154345,,,,,,,,,,,,,,,,,,-0.04999999999857008,,,,,,,,,,,,0.04999999999974018,,,,-0.04999999999957866,,,,,,,,,,,,,,,,,,,,,,,,-0.017094416190370394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999898384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01662281760317565,,,,,,,,,,,,,,,,,,,,,,-0.015485624838651105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999967608996,,,,,,,,,,,,,0.04999999999955643,,,,,,,0.04999999999686332,,,,0.03668263509199092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031230861789615993,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02301746558212989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-16,,,,,,0.03470460146612122,,,,,0.04999999999703584,,,,,,,,,,,-0.013171631566896219,,,,,0.049999999999831256,0.04999999999958209,,,,,,,,,,,0.04999999999873341,,,0.04999999966154345,,,,,,,,,,,,,,,,,,-0.04999999999857008,,,,,,,,,,,,0.04999999999974018,,,,-0.04999999999957866,,,,,,,,,,,,,,,,,,,,,,,,-0.017094416190370394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999898384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01662281760317565,,,,,,,,,,,,,,,,,,,,,,-0.015485624838651105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999967608996,,,,,,,,,,,,,0.04999999999955643,,,,,,,0.04999999999686332,,,,0.03668263509199092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031230861789615993,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02301746558212989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-20,,,,,,0.03470460146612122,,,,,0.04999999999703584,,,,,,,,,,,-0.013171631566896219,,,,,0.049999999999831256,0.04999999999958209,,,,,,,,,,,0.04999999999873341,,,0.04999999966154345,,,,,,,,,,,,,,,,,,-0.04999999999857008,,,,,,,,,,,,0.04999999999974018,,,,-0.04999999999957866,,,,,,,,,,,,,,,,,,,,,,,,-0.017094416190370394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999898384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01662281760317565,,,,,,,,,,,,,,,,,,,,,,-0.015485624838651105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999967608996,,,,,,,,,,,,,0.04999999999955643,,,,,,,0.04999999999686332,,,,0.03668263509199092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031230861789615993,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02301746558212989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998264004,,,,,,,,,,,,,,,0.049999999981289824,,,,,,,,,,,,,,,,,,-0.039237199822118096,,,,,,,,0.034588009689787015,,,,0.04999999999427081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.047118776087302104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020332678115137365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999996930911,,,,,,,,,,-0.029450764700411722,,,0.04999999999308021,,,,,,0.026460512480143947,0.04999999994212157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030393521319231145,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023325554796712437,,,-0.010141502456075598,,0.01290942117746776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999997667029,,0.03321836089770989,,,,,,,,,,,,,,,,,,,,,,,,,,
